,text,target
11309,"#USER# Pero lastiman, a los que protestan contra el gobierno que los esquilman, así de esbirros mercenarios del peronchokirchnerismo son",1
11310,"RT #USER#: hoy jugamos la supercopa, ni idea cuál fue el último #URL#",0
11311,#USER# Que la imbecil de la Rayen diga que le encanta lo qué hacen en Argentina !!!,1
11312,"FELIZ NAVIDAD a todos los españoles de bien , en especial a mis camaradas y a todos los valencianistas . #URL#",1
11313,#USER# #USER# #USER# #USER# Eres hermosa !!! 😘,0
11314,Esta mini clande me dió años de vida y muchos recuerdos,0
11315,La pantaleta te quedo grande #URL#,1
11316,"#USER# Qué? Al paredón, verdad catalanazis?",1
11317,Cerdos panistas y tienen la desverguenza de querer volver a gobernar. #URL#,1
11318,"Uno va a buscar un tirro y termina curdo y en otro barrio, mallll JAJAJJAJA",0
11319,"Hay que comprar dos o tres cositas en el super tiro ella, vinimos con 3 bolsas y la mochila a tope",0
11320,RT #USER#: #USER# #USER# Para lo que ha servido la manifestación mejor que se hubiesen quedado en sus casitas.,1
11321,"#USER# #USER# Si se lo hemos dicho x activa y x pasiva y ella, con la ""berrea""",1
11322,#USER# #USER# Luego critican que la peña se vaya a Andorra. Que HDLGP.,1
11323,Mentir en una rueda de prensa y dar solo daros falsos si es legal #URL#,1
11324,Cada día se pone más curiosa la vida.,0
11325,RT #USER#: Mestre ya lleva 6 días en prisión provisional sin fianza por manifestarse. #HASHTAG#,0
11326,En esta cuenta de banca a Cristo Rey,1
11327,RT #USER#: #USER# #USER# #USER# #USER# lo que decías confirmado,1
11328,RT #USER#: En #USER# hablamos en nada de EXORCISMOS. #URL#,0
11329,#USER# #USER# Así es todos a apoyar al ministro,0
11330,"#USER# Seguro, yo la he consumido, y aunque no es de fabricación española (es belga) no es catalana, algo es algo!",1
11331,RT #USER#: Si estudiara como duermo ya estaría recibida dos veces,0
11332,#USER# cuántos caps tiene,0
11333,"Voy a #HASHTAG#, recupero fe en mí misma. Después del miedo viene el ser, que descubre su poder 🎶",0
11334,#USER# #USER# #USER# riquísimo la verdad !,0
11335,RT #USER#: Recuerda: Los juguetes no tienen género #HASHTAG# #URL#,0
11336,#USER# Ni me contestaste el mensaje 😡,0
11337,"#USER# #USER# #USER# cambia las rodilleras,tan muy gastadas ya,mamporrero",0
11338,#USER# Jajajaja lo que te hacía falta 😂😂😂😂,0
11339,RT #USER#: ÚLTIMA HORA | Muere a los 87 años la actriz Analía Gadé #URL#,0
11340,Esto en 20 años al ritmo actual es parte de África. Estamos a tiempo de pararlo. #URL#,1
11341,Mis amigas son todo lo que está bien😍 #URL#,0
11342,"#USER# Buenos días, feliz viernes y comienzo del fin de semana . #URL#",1
11343,"Y esto, caudillos? #URL# #URL#",1
11344,#USER# Son las 5 de la tarde,0
11345,"#USER# Buenas noches Yolanda, ten un buen descanso.",1
11346,"#USER# Mango con arroz, genial 👍",1
11347,RT #USER#: El picnic en el parque de noche me parece un PLANAZO no hay con qué darle,0
11348,Hay algo más rico que los morones así? #URL#,0
11349,#USER# Serás capullo Jesus!! 🤨🤨,1
11350,00:05 y no abrieron la reinscripción. GRACIAS SIU GUARANÍ DE MIERDA,0
11351,Iraq pide a EEUU enviar representantes para acordar retirada de tropas extranjeras #URL#,1
11352,RT #USER#: ginebra de menorca la mejor ginebra de mi vida #URL#,0
11353,GOBERNAR POR DECRETO LEY “DESVIRTÚA LA DEMOCRACIA” dicho por perro Sánchez y su gobierno #URL#,1
11354,"#USER# si, pero la intentais maquillar, te dicen que sois racistas y soltais excusa, nosotros decimos si y ya",0
11355,#USER# Noooo amiga que feo ahora estas mejor,0
11356,RT #USER#: Dice Simon que solo habrá 1 o 2 afectados por la vacuna Astrazeneca.......,1
11357,#USER# Como va el día compi?,1
11358,"#USER# No la conozco, fíjese. Bien es cierto que soy más de montaña.",0
11359,"#USER# ¡Jesús! Menos mal, yo estaba preocupado desde ayer y no podía cagar. Seguro, seguro es por esta aclaración que puedo cagar.",1
11360,#USER# Sinvergüenzas. En este Gobierno no hay nadie decente.??,1
11361,Con quién hablo yo esta noche?,0
11362,#USER# Que duda cabe. Siempre ha sido bueno para levantar el codo....,1
11363,Me meo con Pocholo ! #URL#,1
11364,#USER# RT bonito cuerpo desnudo,0
11365,RT #USER#: #USER# Algo así Don Arturo? #URL#,1
11366,RT #USER#: Hoy soy más kirchnerista que ayer!!!,1
11367,"en vez de ha ""propuesto"". Es el nivel cultural del mundo progre #URL#",1
11368,#USER# Compartes de todo tipo y no son de España. ¿Tengo que especificar?,1
11369,#USER# #USER# Y a mi me dijiste que no podías ahora te bloqueo,0
11370,Hoy viernes se presenta La Industria de género al desnudo de SND en Sevilla - #URL#,1
11371,RT #USER#: que vídeo más icónico,0
11372,El azul vivía en una nota loca #URL#,0
11373,#USER# Después del 2 a 1 a los 80’ no se juega más Agu. Así lo hubiera querido el gran doctor “e gatorade señorita” Bilardo,0
11374,#USER# Tócate los huevos!!,1
11375,RT #USER#: “El agua y la sal no puede mezclarse”. Ministra y portavoz del Gobierno de España. #URL#,0
11376,Detienen a pastor mientras abusaba sexualmente de una niña en Tijuana #URL#,1
11377,RT #USER#: El principal socio de Okdiario cesa a su administradora tras una investigación de LUH! #URL#,1
11378,#USER# #USER# #USER# Te tienes que reír. Mira como está España. Luego sigue levantando la cabeza si puedes. Adulto. 🤣✌,1
11379,"RT #USER#: En Suiza las musulmanas ya no serán libres de estar sometidas a su padre, a su marido o a su imam.",1
11380,#USER# #USER# Y para cuándo va a rendir cuentas este gobierno asesino y ladrón #URL#,1
11381,Cuando te llaman borrego a la cara . #URL#,1
11382,#USER# Es lo que tiene dejar entrar al país gente sin civilizar......,1
11383,RT #USER#: Y aquí lo pueden ustedes ver. PD: no es mi mejor cara xd #URL#,1
11384,Miren que belleza de vista #URL#,0
11385,"#USER# Pero, ¿qué va a estudiar esa? Dudo que sepa leer",1
11386,Mientras dos personas se amen.. el resto no importaa,0
11387,RT #USER#: Dice Sánchez que un presidente impulsó la mentira y dividió a su país.,1
11388,#USER# Que pena 😭😭ojalá los encuentren al de Asturias y al de Zaldivar,0
11389,RT #USER#: Cinco de estos a partir de las diez de la noche por Paseo de Gracia no es mucho pedir. #URL#,1
11390,#USER# Es la sextuitera que te envía fototetas por DM.,0
11391,RT #USER#: Me cago en tu puta madre #URL#,1
11392,"#USER# Por otro lado no conozco a ningun color lenteja que tenga el titulo de ""Sir""",0
11393,"RT #USER#: Amo mi país, detesto al gobierno",0
11394,#USER# Mioooooo.. Gracias Sergio. Un abrazo. #URL#,0
11395,"RT #USER#: 1 mas para que #USER# llegue a los 125 seguidores ,¿La ayudan?",0
11396,RT #USER#: De ganarle al Real Madrid a que Claypole le cante “sos cagon”. Boca se devaluó más que el peso,0
11397,De pie señores... esta a punto de perder el gobierno el facho de #HASHTAG# y el mundo va a ser un lugar mejor,0
11398,"RT #USER#: Con más noches que la luna, estaba todo bien",0
11399,D'Elía le saca la careta al Grupo Clarín y demás mafiosos en 2008,0
11400,"RT #USER#: enséñanos tu culo, Gonzalo ENSÉÑANOS TU CULO",0
11401,RT #USER#: Estamos a pocas horas de cumplir 27 vueltas al sol 💛 #USER# #URL#,0
11402,"En esta lo banco! .. si queremos vender el producto futbolístico argentino al mundo, estamos haciendo todo mal. #URL#",0
11403,cuando llega el momento que te tiras a la cama a mirar tik tok despues de un dia de mierda &gt;&gt; todo,0
11404,"#USER# 140 años falseando,manipulando,robando y matando españoles. Esto es el PSOE.",1
11405,#USER# menuda mezcla hahah yo soy 100% amazigh por todo mi árbol genealógico,0
11406,#USER# Lo que me extraña es que no los hayan dejado salir antes,1
11407,RT #USER#: Este es tu 9? Porque el mío sí. #URL#,0
11408,"#USER# Y José Bretón por organizar barbacoas. Es que no hay justicia, Pablo.",1
11409,"RT #USER#: Necesito ver este deporte con The Rock, Rey Misterio, Batista, Undertaker y Triple H. Esto es la hostia, qué cosa más guapa.",0
11410,#USER# En un par de meses. Quiebra!,0
11411,RT #USER#: Un ecumenismo que no quiere la unión con Cristo y su Iglesia es falso. Luciferino.,1
11412,No creo en los santos de ninguna religión. Ni en los del catolicismo ni en los del ambientalismo.,1
11413,RT #USER#: Tenéis una camiseta del atleti para mañana? Es para una amiga #URL#,1
11414,RT #USER#: #USER# Yo no estoy de acuerdo contigo. Jamás desprecies a una mujer por su edad. Jamás.,1
11415,"Lara está rara... Mas mustia, no? Que le pasa a nuestra guajina? #HASHTAG# #URL#",0
11416,Una semana sin hacer ejercicio y los brazos pagan factura,0
11417,#USER# Claro yo tengo el valor de decirtelo.,0
11418,#USER# #USER# Buen día Juan 😘😘,1
11419,#USER# #USER# Que aburrido debe ser estar siempre pendiente de lo que dicen los demás,0
11420,Te llegas a lavar los dientes con el agua de santoto por como esta ahora y te quedas sin dentadura 🤣,0
11421,"RT #USER#: El acento es nuestro tesoro, no lo perdamos nunca. #HASHTAG# #URL#",1
11422,La feria de Villa de las Rosas es lo mejor que me pasó,0
11423,#USER# ¿Eso es malo?,1
11424,Que ganas de heladito de limon 🥺,0
11425,"""feministas arpias que viven d subvenciones"" ☺️ el frente obrero q necesitamos #URL#",0
11426,#USER# luego me cuentas,0
11427,Queremos saber la verdad. #HASHTAG# Ni Olvido Ni Perdon. #URL#,1
11428,RT #USER#: Con esos pasesotes que me pego ya Colombia habría ganado ese mundial,1
11429,Tengo ganas de coger y te quiero dejar la lechita adentro.,1
11430,yo me imagino q todo el mundo habla de mí y me ama y re q tengo el mismo nivel de relevancia en la vida q maria o'donnell en masterchef,0
11431,"Es más, si formara parte del Gobierno pasaría desapercibido.",1
11432,Un negro da a la Policía 42 veces más motivos para detenerle que un blanco. #URL#,1
11433,RT #USER#: feliz San Valentín solo a ellas ❤️❤️❤️ #URL#,0
11434,RT #USER#: Lo que contiene el pan en Mercadona es digno de estudio 🙄 #URL#,1
11435,#USER# ya tengo los dos primeros #URL#,0
11436,#USER# Aaaah bueno cuando llegues vas a ver,0
11437,RT #USER#: “Por la boca muere el pez”. Y nunca mejor dicho para esta Merluza Traidora. #URL#,1
11438,RT #USER#: ¿Quién dirige el Estado? Según Pablo Iglesias: PSOE + Podemos + ETA Pues esta vez estamos de acuerdo.,0
11439,#USER# Bueno eso por supuesto.,1
11440,Que no tengamos huevos a ganarle a este farza...,1
11441,RT #USER#: ¿Os acordáis de como se perdió el Sahara? Pues eso. #URL#,1
11442,#USER# #USER# Se puede vivir a gusto con uno mismo si fuera de otra manera?,0
11443,"#USER# Oraciones por ti y tu familia, mucho ánimo y fuerza 🙏🙏🙏",1
11444,"#USER# #USER# ¡Gracias, Padre! Que grande eres.",0
11445,"#USER# Más grave es, que sigas diciendo gilipolleces y no dimitas por las sentencias que tienes. FIN!!!!",1
11446,Te imaginas no putear más a un jugador? Yo no sabría que hacer con mi vida #URL#,0
11447,RT #USER#: EH Bildu y Geroa Bai piden la comparecencia de Marlaska en el Senado por los audios sobre la muerte de Zabalza,1
11448,"#USER# Donde no entra grasa, entra pan sin tasa",0
11449,"#USER# #USER# Fernando Grande-Marlaska: gay, hijo de policía y objetivo de ETA #URL#",1
11450,#USER# gracias otto esperemos que si,0
11451,"Feliz San Valentín, aunque sea forevah alone, también hay que saber amarse a uno mismo. ❤️😘",1
11452,RT #USER#: Que feo darse un beso en el cachete cuando los labios ya se conocen,0
11453,"#USER# yo tengo un moco, lo saco poco a poco.",0
11454,#USER# #USER# #USER# #USER# #USER# #USER# #USER# De la “infecciosa” marea amarilla,1
11455,"RT #USER#: Qué figuras los de Renault, acertaron el año y la nevada. #URL#",1
11456,estoy yendo a un sitio super guay a hacer una cosa mas guay todavia estoy nerviosa,0
11457,#USER# Muchacho dimelo a mi que terminó en el patio de la vecina y tuve que ir a tocarle el timbre 😪,0
11458,"RT #USER#: Se antoja. (Es broma, pero si quieren no es broma) #URL#",0
11459,RT #USER#: No olvides quién estuvo cuando no había nadie.,0
11460,#USER# Agache y me lo aumenta coltqqqqqq,0
11461,Fuerza para los del caso BLANQUERNA. 💪🇪🇸 #HASHTAG#,1
11462,Estamos en mitad de invierno y hay que prender el aire te parece Pío ? Paraguay.,1
11463,"#USER# #USER# Sabemos que no sabe leer decretos, pero pasa muchas horas en el gim.",1
11464,#USER# Otra comepollas podemita 🤣🤣🤣,1
11465,RT #USER#: ¿Irene qué va a hacer para que yo vuelva sola y borracha a casa con tanto ilegal?,1
11466,RT #USER#: Me he puesto en Netflix una serie de misterio solo porque está ambientada en Galicia,0
11467,RT #USER#: Con Duque si les toca trabajar manga de mantenidos y vagos fumadores de opioides. #HASHTAG# #URL#,1
11468,Donde consigo alguna mujer como ella?,0
11469,"Bueno que lindas tus vacaciones, pasadas po agua",0
11470,RT #USER#: A mí sí pones la cafetera y te estás calladito hasta mediodía ya me tienes medio empotrada.,0
11471,#USER# Yo ahí si veo naZis y tú?? Así actuaban los seguidores naZis con los judíos.,1
11472,"#HASHTAG# a ver si hay suerte y me toca, ke se me ha estropeado el microondas",0
11473,"RT #USER#: Hola, #USER#. Sin trampas, es todo lo que exigimos. 👊🏼 #URL#",0
11474,RT #USER#: La casta política nos quiere cautivos o muertos. Serán ellos o nosotros... #URL#,0
11475,#USER# #USER# #USER# Tragsa es de capital público,1
11476,ni confirmo ni desmiento q estoy con el ojo mojado con la intro de la gala d la reina (en rtve 2),0
11477,Vaya temazo se acaba de marcar Gbabe. #URL#,1
11478,Hoy boca gana 4-0 y russo va a seguir siendo dt,0
11479,RT #USER#: Sí Se Puede! #HASHTAG# #URL#,1
11480,RT #USER#: El dióxido de cloro es imparable,0
11481,#USER# El placer es mío Gero. Abrazo!,1
11482,#USER# #USER# A la calle a pedir que dimita. Que nos está arruinado y a mi me tienen bien con j,1
11483,"#USER# mmm ahora no sabría decirte cual vídeo fue en concreto. Lo he estado buscando pero no ha habido suerte, sorry.",1
11484,#USER# Descansa compañero. Ojalá pronto yo también madrugue. Un abrazo. Bona NIT,0
11485,RT #USER#: –¿No me notas más delgada? – #URL#,0
11486,RT #USER#: 👏 La INTELIGENCIA hecha MUJER se llama #USER#. #URL#,1
11487,RT #USER#: los picos después del beso AAAHHH ME ENCANTANNNN,0
11488,No es por nada pero se ha cargado el calvo el partido con los cambios,1
11489,"RT #USER#: Algunas veces hay que pararse a pensar; otras, a sentir.",0
11490,"RT #USER#: La loquísima relación entre Hacienda (agencia tributaria) y Juan Carlos I, el campechano. Viñeta vía",1
11491,#USER# un viaje a Tenerife no viene mal. Algo pasa🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️ #URL#,1
11492,RT #USER#: Estoy de formación. #URL#,0
11493,#USER# #USER# Esta mujer seguramente lo ha dicho para que la gente entre al trapo.,1
11494,RT #USER#: Os encanta ser CASTA. Las colas del hambre os la suda . #URL#,1
11495,RT #USER#: He salido en Telecinco bailando con un cubata en la mano diría que para mi abuela ya estoy a la altura de paquirrín,0
11496,"#USER# Me encanta este arbusto que es maravilloso, lamería horas horas horas #URL#",0
11497,#USER# Hombre si lo piensas bien es muy XD,0
11498,El Supremo vuelve a citar al número 2 de Podemos para interrogarle por agresión. #URL#,1
11499,RT #USER#: #USER# tu devocion es una copita en antique no mienta,0
11500,Quede 👁👄👁 Sacar y Edwin? #URL#,0
11501,Marichal - Historias Cruzadas #URL# a través de #USER#,0
11502,#USER# De momento vamos a recuperar Madrid. Murcia ya lo ha hecho.,1
11503,#USER#..Próximo elaborado y exquisito plato de la potorra..🥴🤪🙃🤦🏼‍♀️.. #URL#,1
11504,"RT #USER#: Esto es coña,¿no?",1
11505,RT #USER#: Izquierda: Moción de censura Derecha: Elecciones democráticas🇪🇦🇪🇦🇪🇦🇪🇦 ¿Se entiende la diferencia??,1
11506,Os imagináis que en mi pequeño o prehistórico pueblo supieran que estoy con alguien de India? Sería como un bombazo.,0
11507,RT #USER#: Sánchez pudre y liquida todo lo que toca. Inés Arrimadas es otro cadáver que puede añadir a su macabra contabilidad.,1
11508,Y ayer.. cantando saltando con la ginebra en la mano,0
11509,"mi padre: mirame a los ojos, si te ríes me estás mintiendo la cara de mi padre: #URL#",0
11510,#USER# y la multa pa cuando?,0
11511,q feo cuando esa persona se va y al rato ya la extrañas,0
11512,RT #USER#: ⚠️ ÚLTIMA HORA 💜El movimiento feminista toma la calle de Alcalá en Madrid #HASHTAG# #URL#,1
11513,#USER# Yeiii ya los estoy necesitando 🥺💞,0
11514,"#URL# A 13 años de la tragedia en Pasta de Conchos, madre espera restos de su hijo.",0
11515,#USER# #USER# Por muy falso que sea siempre tu serás un gran Hijo de PUTA! MALDITO VOS Y TODA TU PUTA RAZA...🖕😡🖕,1
11516,"RT #USER#: VOX también está detrás de las mociones? Parece que si, según este ciudadano #USER#",1
11517,#USER# ¡Feliz cumpleaños! Y bienvenido a los 40 😉 Que pases un día muy feliz. Un beso,0
11518,RT #USER#: Yo en la FNCS. #URL#,0
11519,"mis hermanitos, amigos.... existen ?",0
11520,"RT #USER#: Juan Pinilla: 'Si los Borbones siguen ejerciendo de Borbones, mis ojos verán la Tercera República'",1
11521,#USER# #USER# #USER# #URL# Vamos Aragon 💪👍👌😊,1
11522,Como vas a entrar a un local de Billabong a querer comprar barbijo.,1
11523,No solo comparto personalidad con levi sino que tambien medimos lo mismo NO SEEE YO DIGO QUE SOULMATES,0
11524,"RT #USER#: Feliz día del trabajo que me cuesta verte y que no se me pare la verga, princesa.",1
11525,"Siganlaaa para q llege de nuevo a los 2,000😔🙏 #URL#",0
11526,RT #USER#: Desgraciadamente nos tocó vivir esta AUTÉNTICA PESADILLA #URL#,1
11527,#USER# #USER# En #HASHTAG# #USER# pasa muchas veces lo mismo...!!!,1
11528,Martes y la concha de tu madre.-,0
11529,Los que te siguen para que los sigas y luego te dejan de seguir? Ojo por ojo,0
11530,Es esta la mejor pareja de cine? #URL#,1
11531,"RT #USER#: La llaman ""islamófoba"". Ella se revuelve con datos e ideas. No hace falta más que leerla. Ayaan Hirsi Ali:",0
11532,"#USER# #USER# Por eso, además del vacío legal que generaría, no se sostiene..",1
11533,RT #USER#: Hay canciones que escuchas por primera vez y sabes que ecucharías en bucle. Igual ocurre con algunas personas.,0
11534,De ese PSC que aplaudió en su sede el asesinato de Ynestrillas. Un N azi con ducha. Fuerte abrazo a #USER# #URL#,1
11535,#USER# a mi tu aprobación y validación me hacen bien 🤭😭,0
11536,"RT #USER#: Aleta de tiburón, T-Wing y alerones más grandes. Así es el nuevo Ferrari SF70H #URL#",1
11537,#USER# #USER# #USER# Una absoluta y sucia minoría.,1
11538,Me preocupa ver gente joven ya tan amargada con la vida,0
11539,No tengo partido político (ninguno resiste archivos) pero banco a la clase trabajadora porque eso es lo que corresponde caretasss,0
11540,#USER# como q la i es d introvertido,0
11541,RT #USER#: Así se gana las lentejas el DEMAGOGO y VAGO.,1
11542,"VOX apunta y los fascistas, machistas y talibanes disparan. #URL#",1
11543,"Todo va a estar bien, me dijeron.",0
11544,"#USER# Está comiendo marisco desde el acuerdo....por el bien de Teruel, eso si.",0
11545,#USER# Es por Luis Valio Vergga,1
11546,RT #USER#: #USER# ¡¡Quien aplaude y abraza a terroristas es un terrorista!! A parte de golpista...,1
11547,#USER# #USER# Quién es ciudadanos? 🤣 #URL#,1
11548,"Tú tienes la impresión de que escucho a los Jonas Brothers? Okei no me importa, no quiero tu validación jajajajajaja",1
11549,RT #USER#: Cuando creía tener mal humor pero en realidad era hambre,1
11550,RT #USER#: De que color tiene que ser la tanga de mañana para que me vaya bien en la facultad?,0
11551,"#USER# #USER# #USER# Esto también es democracia, Rajoy salió con 170 votos, Sánchez 180",0
11552,RT #USER#: #USER# Estoy demasiado orgulloso de esto como pa no compartirlo de nuevo #URL#,0
11553,#USER# #USER# hola SI se puede llamar chikito,0
11554,RT #USER#: Próximo martes #HASHTAG# ⁦#USER#⁩ #URL#,0
11555,#USER# porfavor no dejen abierto xayah-rakan de nuevo que se me parte el corazón 😭💔,0
11556,#USER# Puede que nos salve el Cádiz,0
11557,Un grandísimo abrazo. #URL#,0
11558,RT #USER#: ¿Pero de dónde ha salido esta? #URL#,1
11559,Pa te ti co esto se puede hacer? #URL#,0
11560,"#USER# #USER# Como la Marlaska, pues lo mismo. #URL#",1
11561,"RT #USER#: Tengo muy mala memoria, pero excelentes recuerdos.",0
11562,#USER# uaaaoo fantástico !!! excelente ubicación eres maravilloso y me encanta verte así ❤😘,0
11563,RT #USER#: El Cabildo blinda la cumbre ante el anuncio de nevada en Gran Canaria - La Provincia #URL#,0
11564,Fuerte. Pero real #URL#,0
11565,#USER# Me consta que los buevitos te quedan mamalones 🥰,0
11566,RT #USER#: Iglesias no impide que el Parlamento Europeo levante la inmunidad de Puigdemont. #HASHTAG#,1
11567,RT #USER#: En nada en #USER# #URL#,0
11568,Dejo esto por aquí y me voy by #USER# #URL#,1
11569,#USER# Pinches Huérfanos Chupapitos.,1
11570,De lo mejor que he escuchado de rap los últimos meses. Desde Barranquilla: #URL#,0
11571,"#USER# A Walter Damián, obviamente. Y al que ni cagando le renuevo es a Beausejour.",1
11572,RT #USER#: Levantaremos todo lo que derriben. Construiremos todo lo que destruyan. #URL# #URL#,1
11573,RT #USER#: 🗳 #HASHTAG# 🔵🔴 En #USER# ya tenemos favorito 😎 #HASHTAG# #USER# #USER#,1
11574,"En esto se gastan el dinero de nuestros impuestos, pero el problema es la vacunación de las hermanas del Rey. #URL#",1
11575,RT #USER#: creo que el 11 hizo 5 meses desde que conocí a adri y ninguna nos acordamos 😭,0
11576,"RT #USER#: No sé vosotros, pero desde ayer cada vez que haga caca la miraré y pensaré: ¿le gustaría a Antonio Baños?.",1
11577,RT #USER#: Rafael López Aliaga no puede articular ni una sola oración con coherencia. ¿Y así se burlan de Acuña?,0
11578,"""Tu corazón es libre...ten el valor de hacerle caso"". #URL#",0
11579,Me podéis decir ¿por cuánto tiempo tendré la cuenta bloqueada? #USER#,1
11580,#USER# te van a rasurrar las cejas buevon mariquita loca y maduro te va a cojer,1
11581,RT #USER#: Nose pero para el 31 voy a estar re linda🤷🏽‍♀️,0
11582,pero q nota más explota,1
11583,"jamás olvidaré esto, sephirot es el antagonista más sexi y elegante del mundo la verdat #URL#",0
11584,Te vuelves señor cuando vas al súper a comprar un exprimidor... pero más señor aún cuando no te decides “cual es el bueno” 😂,0
11585,#USER# RT con ese culo te cogería todos lo días y cada 3 veces,0
11586,"#USER# 8'5, Magic es mi hijo quien jugaba, 😂😂😂",0
11587,RT #USER#: Dios en ti confío.,1
11588,"quiero hacerme un pendiente y mar no quiere hacermelo,en fin k asco de vida lool",0
11589,RT #USER#: #HASHTAG# | 8-M... ¿'M' de machista? La columna de #USER# #URL# #URL#,0
11590,#USER# No seeee tipo donde quedo parece que esta muy decidido a testificar en contra YO POOR LAS DUDAS YA LE DESEE LA MUERTE 3 VECES,0
11591,RT #USER#: Ojalá entiendas que la salida no era irse.,0
11592,soy tan feliz pq me comí 6 tacos de tripa,0
11593,RT #USER#: Los fachas somos así ... #HASHTAG# #URL#,1
11594,#USER# Esto hay que celebrarlo !! 🙌🏻🙌🏻,0
11595,RT #USER#: Que ganas de repetir #USER# !!!!,1
11596,El verdugo y la víctima confraternizando. Poco nos pasa #URL#,1
11597,"RT #USER#: Haz RT y síguenos, sorteamos 3 camisetas semanalmente. 🆕 Team 7 Rises ¡solo 10€ durante 24H! Consíguela ya 👉",0
11598,#USER# Antes de ponerme eso me hago rojo.,1
11599,RT #USER#: Muere maradona: *300 historias😭* 8M: “shios k pesadas con las historias ya nos enteraMosss😡”,0
11600,RT #USER#: 🛑Secuestran a unas 300 alumnas en un colegio en el noroeste de Nigeria. Las vidas negras que no importan.,1
11601,RT #USER#: Autozasca!!!!!!!!!!! de #USER# . Vía #USER# y #USER# #URL#,1
11602,#USER# Medidas claras para situaciones concretas. Bien.,1
11603,RT #USER#: ¡Esto se llena! Plaza San Francisco de Sevilla a las 12:30h con #USER# #URL#,1
11604,RT #USER#: Balacera por aeropuerto de Nuevo Laredo Tamps 😕 #URL#,1
11605,RT #USER#: Por culpa del TIERRUISMO Venezuela nunca va a salir de abajo #URL#,0
11606,🚨 En este vídeo podemos ver cómo la Policía Nacional golpea y detiene al compañero que padece problemas de corazón. #URL#,0
11607,RT #USER#: No les pasa que la pandemia tiene una tristeza implícita a la que ya se acostumbraron y solo la sobrellevan con los días.,0
11608,mañana examen jodido cada fav una unidad de suerte edición porfavor,0
11609,"#USER# #USER# Enhorabuena señora, está usted criando a un gilipollas adoctrinado",1
11610,por si sirve como bálsamo del ayer o deseo del instante.,0
11611,#USER# Ni que tuvieran empatía para entender algo de lo que tan bien has expuesto,1
11612,#USER# debería ser del 100% no que muy feministas?,1
11613,#USER# Soy realmente afortunada!,0
11614,#USER# eres la basura mas grande de El Salvador ... . #URL#,0
11615,"RT #USER#: agradece lo que tienes, y lo bueno que está por venir",1
11616,"Después de las charlas contaremos con la actuación de ""Manifiesto Octubre"" #URL#",0
11617,"RT #USER#: #USER# Vosotros reiros, pero a mucha gente le está pasando lo mismo....lo de inventarse historias digo.",1
11618,#USER# Estaría despedido el día siguiente.,1
11619,#USER# Te creo xD,0
11620,🤣🤣🤣🤣 Fani me representa.. Por eso nunca he ido a Supervivientes 🤣🤣🤣 #HASHTAG# #URL#,0
11621,"RT #USER#: Ha fallecido el responsable del cortar, copiar y pegar. Le debemos mucho a este hombre 👏👏👏",1
11622,maría o'donnel teme por su vida cada vez q se acerca a la rincón,0
11623,😂😂😂🤦‍♀️que grande Juanito!!! #URL#,1
11624,"#USER# El ruido multiplica su ""discurso"".",1
11625,#USER# #USER# #USER# Menudo agujero el primer año de gobierno socialcomunista 🤣🤣🤣 #URL#,1
11626,RT #USER#: Merecemos un mundo donde todas aparezcamos vivas y sanas 💜,0
11627,AAA en un rato voy al colegio no se porq pero estoy nerviosa no quiero ir,0
11628,RT #USER#: #USER# Por qué esta manía de nuestros políticos de contarnos sus ocurrencias personales?,1
11629,"#USER# #USER# #USER# Cierre su sucia boca roja,botarate!",1
11630,RT #USER#: Más de 150 inmigrantes intentan saltar la valla de Melilla y 59 logran entrar #URL#,0
11631,#USER# y por qué saliste che trola ahre no se quién es admi pedile igual es el grupo de la juntada de la pía,0
11632,RT #USER#: Nunca olvidéis quién fue el primero en pillar la estafa de paco sanz #URL#,1
11633,#USER# Media muerta de hambre,1
11634,España es Cristiana #URL#,1
11635,RT #USER#: He estado huyéndole a los trabajos de la universidad. 🤡,0
11636,Dias tontos y tontos todos los dias #URL#,0
11637,#USER# Me quedo con lo de tener bolas para entrar. 🤭😄,0
11638,ha hablau pero que flipas #URL#,0
11639,RT #USER#: Bajones de luz tipo montaña rusa y de infarto!!! Reportando desde Portuguesa,0
11640,RT #USER#: #HASHTAG# pide la dimisión de Pedro Sánchez y Pablo Iglesias y un gobierno de “emergencia nacional”,1
11641,#USER# tu nombre en #HASHTAG# para seguirte ?,1
11642,19 años y no sé ni me atrevo a tirarme de clavado en el agua 🙊🤣,0
11643,RT #USER#: VOTA ABRAZO / Ciudadanos. Pues ahora lo pillo. #URL#,1
11644,"Yo no estoy de acuerdo con Sergio Goyri en su apreciación, Yalitza Aparicio no tiene nada de ""pinche"". #HASHTAG#",1
11645,#USER# Yo una patada en el trastero y d vuelta a casa,1
11646,"#USER# Jajajaja no lo había pensado pero si conociera a otro Miguel Arturo, estoy seguro que me iba a caer mal 😂😂",0
11647,"RT #USER#: Sergio Ramos, devuélvele el sombrero a #USER#. #URL#",1
11648,#USER# #USER# #USER# Meses y mese sin trabajar y cobrando sueldazos. Sinvergüenza a.,1
11649,#USER# #USER# #USER# Tiempo que copió y se apropió la Iglesia y lo llamó Cuaresma.,1
11650,"#USER# Lo que más rabia me da es el#USER# 3, Diego. Allí estaba mi madre y un montón de buenas personas.",1
11651,bueno termino el anime q estoy viendo y leo jjk,0
